,MSSubClass,MSZoning,Neighborhood,Condition1,HouseStyle,OverallQual,YearBuilt,Exterior1st,MasVnrType,ExterQual,Foundation,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageArea,SalePrice
550,120,3,13,2,2,6,1977,10,2,3,1,2,1069.0,1069,1069,2,3,4,440.0,140000
551,20,4,17,2,2,5,1957,3,2,3,1,4,928.0,928,928,1,3,5,288.0,112500
552,20,3,16,2,2,8,2006,13,3,2,2,0,1709.0,1717,1717,2,2,7,908.0,255500
553,20,3,7,1,2,4,1949,13,2,3,1,3,0.0,1126,1126,2,2,5,520.0,108000
554,60,3,16,2,5,7,2003,13,1,2,2,2,998.0,1006,2046,2,2,8,871.0,284000
555,45,4,3,2,1,5,1922,8,2,3,0,4,993.0,1048,1048,1,3,5,280.0,113000
556,20,3,12,2,2,5,1957,14,2,3,1,4,1092.0,1092,1092,1,3,6,299.0,141000
557,50,0,9,2,0,4,1920,8,2,3,1,4,637.0,897,1336,1,3,7,570.0,108000
558,60,3,8,2,5,7,1996,6,2,3,2,2,729.0,729,1446,2,3,6,406.0,175000
559,120,3,0,2,2,7,2003,13,1,2,2,2,1374.0,1557,1557,2,2,7,420.0,234000
560,20,3,19,2,2,5,1957,14,1,3,1,2,1392.0,1392,1392,1,3,5,528.0,121500
561,20,3,11,2,2,5,1974,6,2,3,1,2,1389.0,1389,1389,1,3,6,418.0,170000
562,30,3,7,2,2,5,1940,15,2,3,1,4,996.0,996,996,1,3,6,0.0,108000
563,50,3,7,2,0,6,1918,14,2,3,0,2,1163.0,1163,1674,2,3,8,396.0,185000
564,60,3,15,2,5,7,1992,6,2,2,2,2,1095.0,1166,2295,2,2,9,590.0,268000
565,70,3,18,2,5,6,1915,14,2,3,2,2,806.0,841,1647,1,1,6,216.0,128000
566,60,3,22,2,5,9,2005,13,1,2,2,2,1122.0,1134,2504,2,0,11,656.0,325000
567,20,3,16,2,2,7,2004,13,1,2,2,2,1517.0,1535,1535,2,2,7,532.0,214000
568,50,3,20,2,0,8,1983,14,2,2,1,2,1496.0,1496,2132,1,2,5,612.0,316600
569,90,3,12,2,6,5,1979,8,2,3,1,2,943.0,943,943,1,3,4,600.0,135960
570,90,3,12,2,2,5,1965,6,1,3,1,4,1728.0,1728,1728,2,3,10,576.0,142600
571,20,3,12,2,2,6,1959,15,1,3,1,4,864.0,864,864,1,2,4,288.0,120000
572,60,3,23,2,5,7,2009,13,2,3,2,0,846.0,846,1692,2,2,6,650.0,224500
573,80,3,8,2,7,7,2000,13,2,3,2,2,384.0,774,1430,2,3,8,400.0,170000
574,80,3,12,2,7,5,1971,8,1,3,1,4,372.0,576,1109,1,3,5,288.0,139000
575,50,3,12,2,0,5,1947,8,2,3,1,4,832.0,832,1216,1,3,6,336.0,118500
576,50,3,18,2,0,7,1928,14,2,3,0,4,861.0,877,1477,2,3,6,216.0,145000
577,80,3,19,2,7,5,1966,13,1,3,1,4,1164.0,1320,1320,1,3,6,564.0,164500
578,160,1,21,2,5,7,2007,13,2,2,2,2,689.0,703,1392,2,2,5,540.0,146000
579,50,4,17,2,0,5,1954,8,1,3,0,4,1050.0,1050,1795,2,3,7,352.0,131500
580,20,3,12,2,2,6,1960,14,1,3,1,4,1144.0,1429,1429,1,2,7,572.0,181900
581,20,3,16,2,2,8,2008,13,1,0,2,0,2042.0,2042,2042,2,0,8,1390.0,253293
582,90,3,7,2,6,6,1990,6,1,3,1,2,816.0,816,816,1,3,5,0.0,118500
583,75,4,17,0,4,10,1893,14,2,0,0,4,1237.0,1521,2775,3,2,9,880.0,325000
584,50,4,3,2,0,4,1935,0,2,3,0,4,884.0,989,1573,1,2,6,240.0,133000
585,20,3,23,2,2,8,2005,13,1,2,2,0,1868.0,2028,2028,2,2,7,880.0,369900
586,30,3,3,6,2,6,1918,12,2,3,0,4,816.0,838,838,1,1,5,275.0,130000
587,85,3,19,2,6,5,1982,6,2,3,1,4,840.0,860,860,1,3,4,528.0,137000
588,20,3,4,2,2,5,1968,14,2,3,1,4,1437.0,1473,1473,1,0,5,452.0,143000
589,40,4,3,6,2,5,1930,13,2,3,0,4,742.0,779,935,1,3,4,308.0,79500
590,60,3,5,2,5,7,2004,13,2,2,2,2,770.0,770,1582,2,2,6,520.0,185900
591,60,3,16,2,5,10,2008,5,3,0,2,0,1722.0,1728,2296,2,0,10,842.0,451950
592,20,3,11,2,2,5,1982,6,2,3,2,4,816.0,816,816,1,3,4,816.0,138000
593,120,4,5,2,2,6,2003,13,1,2,2,2,848.0,848,848,1,2,4,420.0,140000
594,20,3,5,2,2,5,1975,6,2,3,1,2,924.0,924,924,1,3,5,280.0,110000
595,20,3,22,2,2,8,2005,13,1,2,2,2,1814.0,1826,1826,2,2,7,758.0,319000
596,70,4,17,2,5,6,1910,13,2,3,1,4,684.0,684,1368,1,3,7,216.0,114504
597,120,3,0,2,2,7,2006,13,1,2,2,0,1258.0,1402,1402,0,2,7,648.0,194201
598,20,3,6,2,2,5,1977,10,1,3,1,2,1430.0,1647,1647,2,2,7,621.0,217500
599,160,4,1,2,5,6,1980,8,2,3,1,2,716.0,716,1556,2,3,6,452.0,151000
600,60,3,16,2,5,8,2005,13,1,2,2,2,1058.0,1058,1904,2,0,8,736.0,275000
601,50,4,9,2,0,6,1937,14,2,3,2,4,780.0,780,1375,1,2,6,544.0,141000
602,60,3,20,2,5,8,1992,6,2,2,2,2,908.0,927,1915,2,2,8,506.0,220000
603,160,1,21,2,5,7,2004,8,2,2,2,2,600.0,600,1200,2,2,4,480.0,151000
604,20,3,5,2,2,7,2002,13,1,2,2,2,1494.0,1494,1494,2,2,6,530.0,221000
605,60,3,12,2,5,7,1965,6,1,3,1,4,768.0,1186,1986,2,3,7,486.0,205000
606,20,3,5,2,2,5,1996,13,2,3,2,2,1040.0,1040,1040,1,2,6,576.0,152000
607,20,3,7,2,5,5,1948,8,2,3,1,4,896.0,1112,2008,3,0,8,230.0,225000
608,70,3,6,2,5,8,1934,3,2,3,2,2,965.0,1940,3194,2,3,10,380.0,359100
609,20,3,19,1,2,4,1961,13,0,3,1,4,1029.0,1029,1029,1,3,5,261.0,118500
610,60,3,5,4,5,9,2000,13,1,2,2,0,1440.0,1476,2153,2,0,8,736.0,313000
611,80,3,14,2,7,6,1978,6,1,3,1,2,1032.0,1032,1032,2,3,6,564.0,148000
612,60,3,5,2,5,8,2001,13,1,2,2,2,1299.0,1299,1872,2,0,7,531.0,261500
613,20,3,11,1,2,5,2007,13,2,3,2,2,1120.0,1120,1120,1,3,6,0.0,147000
614,180,4,10,2,6,4,1972,5,2,3,1,2,630.0,630,630,1,3,3,0.0,75500
615,85,3,12,1,6,6,1963,8,1,3,2,4,936.0,1054,1054,1,2,6,480.0,137500
616,60,3,8,2,5,6,2002,13,2,2,2,2,783.0,807,1509,2,2,7,393.0,183200
617,45,3,12,0,1,6,1954,8,2,3,1,4,832.0,832,832,1,2,4,528.0,105500
618,20,3,16,2,2,9,2007,5,1,0,2,0,1822.0,1828,1828,2,2,9,774.0,314813
619,60,3,23,2,5,8,2003,13,3,2,2,2,1482.0,1482,2262,2,2,10,749.0,305000
620,30,3,7,2,2,3,1914,12,2,3,0,4,864.0,864,864,1,3,5,0.0,67000
621,60,3,14,2,5,6,1974,6,2,3,1,4,1522.0,1548,2614,2,3,9,624.0,240000
622,20,3,19,2,2,5,1977,10,1,3,1,4,980.0,980,980,1,3,6,484.0,135000
623,160,1,21,2,5,6,2000,8,1,2,2,2,756.0,756,1512,2,2,4,440.0,168500
624,60,3,14,2,5,6,1972,13,2,3,1,4,732.0,1012,1790,1,3,8,484.0,165150
625,20,3,12,2,2,6,1962,14,1,3,1,4,1116.0,1116,1116,1,3,5,440.0,160000
626,20,3,12,2,2,5,1960,14,2,3,1,4,978.0,1422,1422,1,3,6,286.0,139900
627,80,3,12,2,7,6,1955,0,1,3,1,4,1156.0,1520,1520,1,3,7,364.0,153000
628,60,3,12,2,5,5,1969,10,1,3,2,2,1040.0,1040,2080,1,1,9,504.0,135000
629,80,3,12,1,7,6,1964,10,1,3,1,4,1248.0,1350,1350,1,3,6,520.0,168500
630,70,4,17,0,5,5,1880,13,2,3,0,1,636.0,1089,1750,1,0,8,240.0,124000
631,120,3,16,2,2,8,2006,13,3,2,2,2,1554.0,1554,1554,2,2,6,627.0,209500
632,20,3,14,2,2,7,1977,10,1,3,1,4,1386.0,1411,1411,2,3,6,544.0,82500
633,20,3,12,2,2,5,1954,14,2,3,1,4,1056.0,1056,1056,1,3,6,260.0,139400
634,90,3,17,2,6,6,1980,10,2,3,1,4,1056.0,1056,1056,0,3,4,576.0,144000
635,190,2,18,1,3,6,1914,13,2,1,1,4,1440.0,1440,3395,2,1,14,0.0,200000
636,30,4,3,2,2,2,1936,0,2,1,0,4,264.0,800,800,1,1,4,0.0,60000
637,190,4,17,2,0,5,1954,14,2,3,1,4,811.0,811,1387,2,2,7,256.0,93000
638,30,3,7,1,2,5,1910,8,2,3,1,1,796.0,796,796,1,3,4,0.0,85000
639,120,3,0,2,2,8,2006,13,2,2,2,2,1520.0,1567,1567,2,0,7,648.0,264561
640,120,3,16,2,2,8,2003,8,1,0,2,0,1518.0,1518,1518,1,0,6,588.0,274000
641,60,1,21,2,5,7,2001,13,2,2,2,2,1057.0,1057,1929,2,2,7,650.0,226000
642,80,3,12,2,7,8,1972,10,2,2,1,2,1952.0,2000,2704,2,0,9,538.0,345000
643,60,3,14,6,5,5,1969,15,1,3,1,4,780.0,780,1620,2,3,7,462.0,152000
644,20,1,21,2,2,9,2009,5,3,0,2,0,1766.0,1766,1766,2,0,7,478.0,370878
645,20,3,12,2,2,6,1971,10,2,3,1,4,981.0,981,981,1,3,5,576.0,143250
646,20,3,12,2,2,5,1950,8,2,3,1,3,0.0,1048,1048,1,3,7,420.0,98300
647,20,3,7,2,2,6,1953,14,3,3,1,4,1094.0,1094,1094,1,3,5,495.0,155000
648,60,3,12,4,5,6,1966,8,1,3,1,4,756.0,1051,1839,1,3,7,442.0,155000
649,180,4,10,2,6,4,1970,5,2,3,1,2,630.0,630,630,1,3,3,0.0,84500
650,60,1,21,2,5,7,2007,5,2,2,2,2,813.0,822,1665,2,2,7,562.0,205950
651,70,3,7,0,5,4,1940,8,2,3,1,4,755.0,755,1510,1,3,7,296.0,108000
652,60,3,5,2,5,7,1996,13,2,2,2,2,880.0,909,1716,2,2,7,512.0,191000
653,50,4,9,2,0,6,1906,8,2,3,1,4,756.0,756,1469,1,3,7,216.0,135000
654,20,3,15,2,2,8,1995,8,1,2,2,2,2109.0,2113,2113,2,2,7,839.0,350000
655,160,4,2,2,5,6,1971,6,1,3,1,4,525.0,525,1092,1,3,6,264.0,88000
656,20,3,12,2,2,5,1959,6,1,2,1,4,1053.0,1053,1053,1,2,5,312.0,145500
657,70,3,6,2,5,7,1931,12,2,3,0,2,776.0,851,1502,1,3,6,270.0,149000
658,50,3,12,0,0,6,1948,13,2,3,1,4,912.0,912,1458,1,3,6,330.0,97500
659,20,3,7,2,2,5,1964,8,2,3,2,4,1486.0,1486,1486,1,3,7,480.0,167000
660,60,3,14,2,5,7,1976,10,1,3,1,2,793.0,1142,1935,2,3,7,550.0,197900
661,60,3,15,2,5,8,1994,13,1,2,2,2,1629.0,1686,2448,2,2,8,711.0,402000
662,20,3,12,2,2,6,1968,14,1,3,1,1,1392.0,1392,1392,1,3,5,576.0,110000
663,85,3,7,2,6,4,1972,10,2,3,1,2,1138.0,1181,1181,2,3,6,588.0,137500
664,20,3,21,6,2,8,2005,13,2,2,2,0,2077.0,2097,2097,1,0,8,1134.0,423000
665,60,3,8,2,5,8,2000,13,1,2,2,2,1406.0,1454,1936,2,2,7,504.0,230500
666,60,3,12,2,5,6,1965,10,0,3,1,2,1021.0,1465,2380,2,3,7,596.0,129000
667,20,3,20,2,2,6,1994,6,1,3,2,2,1408.0,1679,1679,2,2,7,575.0,193500
668,20,3,19,2,2,5,1956,5,2,3,1,4,1188.0,1437,1437,1,3,6,576.0,168000
669,30,3,6,2,2,4,1922,8,2,3,0,1,700.0,1180,1180,1,1,5,252.0,137500
670,60,3,5,2,5,6,2005,13,2,2,2,2,738.0,738,1476,2,2,7,540.0,173500
671,70,2,7,0,5,6,1925,14,2,3,0,4,672.0,697,1369,2,3,6,300.0,103600
672,20,3,24,2,2,6,1977,10,2,2,1,2,1208.0,1208,1208,1,3,6,546.0,165000
673,20,3,6,2,2,6,1957,5,1,3,2,4,1477.0,1839,1839,2,2,7,416.0,257500
674,20,3,12,2,2,6,1965,6,2,3,1,4,1136.0,1136,1136,1,3,5,384.0,140000
675,160,3,13,2,5,6,1978,10,2,3,1,4,855.0,855,1441,2,3,7,440.0,148500
676,70,4,17,2,5,4,1900,0,2,3,0,4,1095.0,1095,1774,2,3,8,779.0,87000
677,30,3,17,2,2,5,1924,13,2,2,0,4,768.0,792,792,1,2,5,240.0,109500
678,20,3,22,2,2,8,2008,13,3,2,2,0,2046.0,2046,2046,2,2,7,834.0,372500
679,20,3,19,2,2,5,1961,14,1,3,1,4,988.0,988,988,1,3,5,572.0,128500
680,120,3,20,2,2,6,1980,10,2,3,1,2,923.0,923,923,2,3,5,264.0,143000
681,50,2,18,2,0,5,1932,13,2,3,0,4,793.0,848,1520,1,3,6,281.0,159434
682,120,3,4,2,2,6,1996,14,2,3,2,2,1291.0,1291,1291,1,2,6,431.0,173000
683,20,3,5,2,2,9,2002,13,3,2,2,2,1626.0,1668,1668,2,2,7,702.0,285000
684,60,3,15,2,5,7,1998,13,1,2,2,2,1195.0,1195,1839,2,3,7,486.0,221000
685,160,3,22,2,5,7,1984,6,2,2,1,2,1190.0,1190,2090,2,2,6,577.0,207500
686,60,1,21,2,5,7,2007,13,2,2,2,2,874.0,874,1761,3,2,7,578.0,227875
687,160,1,21,2,5,7,2004,8,2,2,2,2,551.0,551,1102,2,2,4,480.0,148800
688,20,3,22,2,2,8,2007,8,1,2,2,2,1419.0,1419,1419,2,2,7,567.0,392000
689,120,3,16,2,2,6,2005,13,3,2,2,2,1362.0,1362,1362,2,2,6,460.0,194700
690,120,4,5,2,2,6,2004,13,1,2,2,2,848.0,848,848,1,2,3,420.0,141000
691,60,3,15,2,5,10,1994,6,1,0,2,0,2444.0,2444,4316,3,0,10,832.0,755000
692,60,3,23,2,5,7,1989,8,1,2,2,2,1210.0,1238,2519,2,2,9,628.0,335000
693,30,3,17,2,2,5,1921,8,2,3,0,4,1073.0,1073,1073,1,3,4,326.0,108480
694,50,4,3,2,0,5,1936,14,2,3,0,4,927.0,1067,1539,1,3,5,576.0,141500
695,20,3,23,2,2,6,1987,6,1,3,1,2,1112.0,1137,1137,2,2,5,551.0,176000
696,30,4,3,2,2,5,1921,14,2,3,1,4,616.0,616,616,1,3,4,205.0,89000
697,20,3,7,2,2,5,1952,14,2,3,2,0,980.0,1148,1148,1,3,6,308.0,123500
698,20,3,19,5,2,5,1965,8,2,3,1,4,894.0,894,894,1,3,5,336.0,138500
699,120,1,21,2,2,7,2004,8,2,2,2,2,1391.0,1391,1391,2,2,5,530.0,196000
700,20,3,23,2,2,8,2002,13,1,2,2,0,1800.0,1800,1800,2,2,7,765.0,312500
701,20,3,14,2,2,7,1969,6,1,3,1,4,1164.0,1164,1164,1,3,6,528.0,140000
702,60,3,22,2,5,8,2006,13,1,0,2,0,1234.0,1264,2576,2,0,10,666.0,361919
703,190,4,17,1,5,5,1900,14,2,3,0,2,360.0,1032,1812,2,2,8,672.0,140000
704,20,3,5,2,2,7,2004,13,1,2,2,2,1473.0,1484,1484,2,2,7,606.0,213000
705,190,4,9,2,5,4,1930,13,2,1,3,3,0.0,372,1092,2,1,7,0.0,55000
706,20,3,4,2,2,7,1971,10,3,3,1,2,1643.0,1824,1824,2,2,5,739.0,302000
707,120,3,16,2,2,8,2006,8,1,2,2,2,1324.0,1324,1324,2,2,6,550.0,254000
708,60,3,8,2,5,7,2007,13,2,2,2,2,728.0,728,1456,2,2,8,400.0,179540
709,20,3,19,2,2,5,1966,6,0,3,2,4,876.0,904,904,1,3,6,408.0,109900
710,30,3,3,2,2,3,1935,13,2,2,1,4,270.0,729,729,1,3,5,0.0,52000
711,50,0,9,2,0,4,1900,8,2,3,4,4,859.0,859,1178,1,3,7,384.0,102776
712,120,3,22,2,2,8,1988,6,2,2,2,2,1228.0,1228,1228,2,2,5,472.0,189000
713,190,3,3,6,2,4,1970,6,1,3,1,4,960.0,960,960,1,3,6,576.0,129000
714,60,3,19,5,5,6,1976,6,1,2,1,4,725.0,725,1479,2,2,6,475.0,130500
715,20,3,14,2,2,6,1974,6,1,3,1,2,1064.0,1350,1350,2,3,7,478.0,165000
716,70,4,17,2,5,7,1890,14,2,3,0,4,718.0,1576,2554,1,3,8,704.0,159500
717,20,3,14,2,2,5,1973,6,2,3,1,2,1176.0,1178,1178,1,2,5,439.0,157000
718,60,3,15,2,5,7,1993,14,1,2,2,2,1311.0,1325,2418,2,2,9,983.0,341000
719,20,3,5,2,2,5,1969,6,2,3,1,2,971.0,971,971,1,3,5,300.0,128500
720,120,3,22,2,2,8,1985,6,2,2,2,2,1742.0,1742,1742,2,2,5,564.0,275000
721,120,4,5,2,2,6,2004,13,1,2,2,2,848.0,848,848,1,2,3,420.0,143000
722,20,3,12,2,2,4,1970,8,2,3,1,4,864.0,864,864,1,3,5,463.0,124500
723,50,3,7,2,0,4,1954,8,2,3,2,4,941.0,997,1470,2,3,7,548.0,135000
724,20,3,7,2,2,9,2007,5,3,0,2,0,1698.0,1698,1698,2,0,8,768.0,320000
725,20,3,12,2,2,4,1970,6,2,3,1,4,864.0,864,864,1,2,5,660.0,120500
726,20,3,6,2,2,6,1988,14,1,2,1,2,880.0,1680,1680,2,2,5,540.0,222000
727,20,3,5,2,2,7,2007,13,3,2,2,2,1232.0,1232,1232,2,2,6,632.0,194500
728,90,3,12,2,2,5,1958,13,1,3,1,4,1584.0,1776,1776,2,3,9,888.0,110000
729,30,4,9,2,0,4,1925,8,2,3,1,4,780.0,848,1208,1,3,5,539.0,103000
730,120,3,22,2,2,8,1995,5,2,2,2,2,1595.0,1616,1616,2,2,5,608.0,236500
731,80,3,23,2,7,7,2003,13,1,2,2,0,868.0,1146,1146,2,2,6,438.0,187500
732,60,3,5,2,5,7,1998,13,1,2,2,2,1153.0,1153,2031,2,2,8,541.0,222500
733,20,3,19,1,2,5,1961,6,2,3,1,4,864.0,1144,1144,1,3,6,264.0,131400
734,20,3,19,2,2,5,1968,10,2,3,2,4,948.0,948,948,1,3,6,300.0,108000
735,75,4,17,2,4,7,1914,14,2,3,0,2,880.0,880,1768,1,3,6,320.0,163000
736,90,3,12,2,2,3,1950,12,2,3,1,3,0.0,1040,1040,2,3,6,400.0,93500
737,60,3,8,2,5,8,2005,13,2,2,2,2,893.0,901,1801,2,2,8,800.0,239900
738,90,3,7,2,2,5,1987,10,2,3,1,2,1200.0,1200,1200,3,3,5,0.0,179000
739,60,3,5,2,5,7,2004,13,2,2,2,2,864.0,864,1728,2,2,7,572.0,190000
740,70,4,17,2,5,5,1910,14,2,3,0,1,264.0,768,1432,2,3,7,360.0,132000
741,20,3,19,1,2,6,1961,6,2,3,1,4,912.0,912,912,1,2,5,288.0,142000
742,20,3,20,2,2,7,2000,13,1,3,2,2,1349.0,1349,1349,2,3,6,539.0,179000
743,80,3,19,2,7,5,1963,6,2,3,1,2,520.0,1464,1464,2,3,6,480.0,175000
744,120,3,22,2,2,8,1993,6,2,2,2,2,1337.0,1337,1337,2,2,5,462.0,180000
745,60,3,14,2,5,8,1976,13,1,0,1,4,1142.0,1175,2715,3,2,11,831.0,299800
746,60,3,8,2,5,7,2000,13,2,2,2,2,952.0,980,2256,2,2,8,554.0,236000
747,70,4,17,2,5,7,1880,12,2,2,4,4,1240.0,1320,2640,1,2,8,864.0,265979
748,20,3,15,2,2,7,1996,13,1,2,2,2,1720.0,1720,1720,2,2,7,527.0,260400
749,50,3,7,2,0,4,1945,15,2,3,3,3,0.0,1088,1529,2,3,9,240.0,98000
750,50,4,17,2,0,4,1910,14,2,3,0,4,576.0,792,1140,1,3,7,0.0,96500
751,60,3,8,6,5,7,2003,13,2,2,2,2,660.0,660,1320,2,2,6,400.0,162000
752,20,3,5,2,2,6,1997,13,2,3,2,2,1479.0,1494,1494,2,2,6,576.0,217000
753,60,3,16,2,5,8,2005,13,1,2,2,2,1030.0,1038,2098,2,0,8,878.0,275500
754,20,3,12,2,2,6,1969,10,2,3,1,4,1026.0,1026,1026,1,2,5,440.0,156000
755,160,1,21,2,5,6,1999,8,1,3,2,2,729.0,742,1471,2,3,6,440.0,172500
756,60,3,5,2,5,8,2007,13,2,2,2,2,866.0,866,1768,2,2,7,578.0,212000
757,60,3,19,2,5,6,1978,6,0,3,1,4,672.0,672,1386,2,3,6,440.0,158900
758,160,1,21,2,5,7,1999,8,1,3,2,2,744.0,757,1501,2,3,6,440.0,179400
759,60,3,15,2,5,8,1995,13,1,2,2,2,1318.0,1328,2531,2,2,9,752.0,290000
760,20,3,12,2,2,6,1959,14,2,3,1,4,864.0,864,864,1,3,5,300.0,127500
761,30,4,3,1,2,5,1924,14,2,3,2,4,1145.0,1301,1301,1,1,5,440.0,100000
762,60,1,21,2,5,7,2009,13,2,3,2,2,756.0,764,1547,2,2,7,614.0,215200
763,60,3,15,2,5,8,1999,13,1,2,2,2,1252.0,1268,2365,2,2,8,856.0,337000
764,120,3,24,2,2,8,1995,3,2,2,2,2,1494.0,1494,1494,1,0,6,481.0,270000
765,20,3,21,2,2,9,2008,13,3,2,2,2,1498.0,1506,1506,2,0,6,592.0,264132
766,60,3,14,2,5,7,1988,6,1,3,1,2,980.0,980,1714,2,3,7,496.0,196500
767,50,3,11,2,0,6,1940,13,2,3,1,2,983.0,983,1750,2,3,7,423.0,160000
768,20,3,5,2,2,7,2004,13,2,2,2,2,1860.0,1836,1836,2,2,8,484.0,216837
769,60,3,22,2,5,8,2003,5,1,0,2,2,1650.0,1690,3279,3,0,12,841.0,538000
770,85,3,19,2,6,5,1982,14,2,3,1,2,858.0,858,858,1,3,5,576.0,134900
771,20,3,7,2,2,4,1951,14,2,3,1,1,836.0,1220,1220,1,3,6,396.0,102000
772,80,3,7,2,7,6,1976,10,2,3,1,4,1029.0,1117,1117,1,3,6,672.0,107000
773,20,3,12,1,2,5,1958,14,2,3,1,4,912.0,912,912,1,3,5,275.0,114500
774,20,3,16,2,2,8,2006,13,1,2,2,2,1935.0,1973,1973,2,2,9,895.0,395000
775,120,4,11,2,2,6,1998,13,1,3,2,0,1204.0,1204,1204,2,3,5,412.0,162000
776,20,3,5,2,2,7,2005,13,1,2,2,2,1614.0,1614,1614,2,2,7,865.0,221500
777,20,3,19,2,2,5,1974,6,2,3,1,4,864.0,894,894,1,3,5,440.0,142500
778,90,2,20,1,2,5,1977,10,1,3,3,3,0.0,2020,2020,2,3,10,630.0,144000
779,90,3,11,2,6,6,1977,10,1,3,1,2,975.0,1004,1004,1,3,4,504.0,135000
780,20,3,8,2,2,7,1995,6,1,3,2,2,1237.0,1253,1253,2,3,6,402.0,176000
781,60,3,20,2,5,6,1992,13,2,2,2,2,761.0,810,1603,2,2,7,484.0,175900
782,20,3,5,2,2,7,2001,13,2,2,2,2,1413.0,1430,1430,2,2,6,605.0,187100
783,85,3,11,2,6,5,1978,10,1,3,2,2,1097.0,1110,1110,1,2,4,602.0,165500
784,75,4,17,2,4,6,1914,14,2,3,1,4,742.0,742,1484,2,3,9,0.0,128000
785,20,3,14,1,2,6,1967,3,2,3,1,4,1372.0,1342,1342,2,3,7,457.0,161500
786,50,4,17,0,0,5,1915,8,2,3,2,1,686.0,966,1652,2,3,7,416.0,139000
787,60,3,20,2,5,7,2004,13,2,2,2,2,956.0,956,2084,2,2,8,618.0,233000
788,20,4,17,2,2,4,1954,8,2,3,1,4,901.0,901,901,1,3,4,281.0,107900
789,60,3,4,2,5,6,1966,6,1,3,1,4,832.0,976,2087,2,2,9,444.0,187500
790,120,3,0,2,2,7,2005,13,1,2,2,2,1145.0,1145,1145,2,2,5,397.0,160200
791,80,3,11,2,7,6,1976,6,2,3,2,2,1029.0,1062,1062,1,3,5,539.0,146800
792,60,3,15,2,5,7,1996,8,2,2,2,2,1117.0,1127,2013,2,3,8,455.0,269790
793,20,3,21,2,2,8,2007,5,3,2,2,2,1496.0,1496,1496,2,2,7,474.0,225000
794,60,3,8,2,5,7,1994,8,2,2,2,2,712.0,1086,1895,2,2,7,409.0,194500
795,60,3,20,2,5,6,1980,6,1,3,1,2,650.0,888,1564,2,3,7,476.0,171000
796,20,3,19,2,2,6,1977,10,1,3,1,4,660.0,1285,1285,1,3,7,528.0,143500
797,20,3,12,2,2,5,1953,13,2,3,1,4,773.0,773,773,1,3,4,240.0,110000
798,60,3,16,2,5,9,2008,13,3,0,2,0,1926.0,1966,3140,3,0,11,820.0,485000
799,50,3,18,1,0,5,1937,14,1,3,0,2,731.0,981,1768,1,2,7,240.0,175000
800,60,3,4,1,5,6,1997,13,2,3,2,2,616.0,616,1688,2,2,8,603.0,200000
801,30,4,9,2,2,4,1916,8,2,3,1,4,1196.0,1196,1196,1,3,5,440.0,109900
802,60,3,5,2,5,7,2005,15,2,2,2,2,728.0,728,1456,2,2,7,410.0,189000
803,60,3,16,2,5,9,2008,13,3,0,2,0,1734.0,1734,2822,3,0,12,1020.0,582933
804,20,3,12,2,2,5,1954,14,2,3,1,4,936.0,1128,1128,1,3,5,286.0,118000
805,20,3,21,2,2,7,2008,13,3,2,2,2,1417.0,1428,1428,2,0,6,554.0,227680
806,80,3,12,2,7,5,1967,13,2,3,2,4,980.0,980,980,2,3,6,384.0,135500
807,70,3,3,2,5,5,1923,14,2,3,1,4,1324.0,1072,1576,1,2,6,528.0,223500
808,80,3,12,2,7,5,1966,13,1,3,1,4,1024.0,1086,1086,1,3,6,484.0,159950
809,75,4,17,2,4,5,1898,0,2,3,2,4,849.0,1075,2138,2,3,11,360.0,106000
810,20,3,14,2,2,6,1974,6,1,3,1,4,1040.0,1309,1309,1,2,5,484.0,181000
811,120,4,5,2,2,6,2004,13,1,2,2,2,848.0,848,848,1,2,4,420.0,144500
812,20,0,9,2,2,5,1952,14,2,1,1,4,540.0,1044,1044,1,1,4,504.0,55993
813,20,3,12,2,2,6,1958,8,1,3,1,4,1442.0,1442,1442,1,3,7,301.0,157900
814,50,3,7,2,0,5,1918,12,2,3,0,4,686.0,686,1250,1,1,7,280.0,116000
815,20,3,5,2,2,7,1998,13,1,3,2,2,1649.0,1661,1661,2,2,6,598.0,224900
816,20,3,12,2,2,5,1954,3,2,3,1,4,1008.0,1008,1008,1,3,4,275.0,137000
817,20,3,11,2,2,8,2002,5,1,2,2,2,1568.0,1689,1689,2,2,7,857.0,271000
818,80,3,4,2,7,6,1971,6,1,3,1,4,1010.0,1052,1052,1,3,6,440.0,155000
819,120,3,16,2,2,7,2009,13,3,2,2,2,1358.0,1358,1358,2,2,6,484.0,224000
820,60,3,5,2,5,7,2003,13,2,2,2,2,798.0,798,1640,2,2,6,595.0,183000
821,20,4,17,2,2,4,1953,8,2,1,1,1,936.0,936,936,1,3,4,576.0,93000
822,60,3,8,2,5,7,2003,13,2,2,2,2,847.0,847,1733,2,2,7,433.0,225000
823,50,3,18,2,0,6,1940,13,2,3,0,4,778.0,944,1489,2,3,7,240.0,139500
824,20,1,21,2,2,8,2006,13,2,2,2,2,1489.0,1489,1489,2,2,7,776.0,232600
825,20,3,16,4,2,10,2007,5,1,0,2,0,2078.0,2084,2084,2,0,7,1220.0,385000
826,45,4,3,2,1,5,1924,8,2,3,0,4,784.0,784,784,1,2,5,0.0,109500
